ag-cell-content-link,ag-cell-content-link href,ag-cell-content 3,ag-cell-content 6,ag-cell-content 7,ag-cell-content 8,ag-cell-content 9,ag-cell-content 10,ag-cell-content 11,ag-cell-content 12,ag-cell-content 13
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,6,0.5 days,HIGH,1.4 days,HIGH,0.4 days,0.6 days,66.7%,0.0%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,6,0.3 days,MEDIUM,1.9 days,MEDIUM,0.8 days,1.7 days,0.0%,35.7%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,6,1.8 days,MEDIUM,1.5 days,MEDIUM,3.1 days,0.7 days,0.0%,-6.3%
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,6,LOW,7.0 days,LOW,3.9 days,105.9%,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,6,2.0 days,LOW,2.0 days,LOW,2.4 days,1.3 days,33.3%,0.0%
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,6,0.3 days,LOW,0.8 days,LOW,1.5 days,1.9 days,-25.0%,-20.0%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,6,1.1 days,HIGH,1.6 days,HIGH,2.4 days,1.5 days,10.0%,6.7%
Okha,https://www.marinetraffic.com/en/ais/details/ports/558/name=Okha,6,9.6 days,MEDIUM,2.3 days,MEDIUM,13.6 days,0.4 days,-45.8%,-62.9%
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,6,0.3 days,HIGH,0.9 days,HIGH,2.1 days,3.7 days,0.0%,-10.0%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,6,1.0 days,MEDIUM,0.1 days,MEDIUM,0.3 days,0.8 days,-9.1%,-91.7%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,6,0.2 days,LOW,1.0 days,LOW,1.0 days,1.2 days,-33.3%,-9.1%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,6,0.3 days,HIGH,1.5 days,HIGH,2.5 days,4.2 days,-50.0%,-6.3%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,6,1.0 days,MEDIUM,1.5 days,MEDIUM,-55.9%,-,-,-
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,6,1.3 days,LOW,1.8 days,LOW,1.2 days,1.2 days,8.3%,0.0%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,6,2.4 days,LOW,1.5 days,LOW,2.9 days,1.3 days,166.7%,7.1%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,6,0.8 days,LOW,1.0 days,LOW,2.4 days,0.3 days,166.7%,100.0%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,6,0.3 days,LOW,3.8 days,LOW,1.1 days,1.7 days,-25.0%,52.0%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,6,1.2 days,LOW,3.7 days,LOW,1.1 days,7.5 days,33.3%,27.6%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,6,0.2 days,LOW,1.0 days,LOW,2.8 days,7.3 days,100.0%,-9.1%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,6,0.2 days,MEDIUM,0.8 days,MEDIUM,0.1 days,0.4 days,100.0%,0.0%
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,6,0.1 days,LOW,1.3 days,LOW,0.2 days,0.9 days,-92.3%,-61.8%
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,6,0.3 days,LOW,3.4 days,LOW,0.6 days,-57.1%,79.0%,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,6,1.9 days,LOW,2.2 days,LOW,4.0 days,2.5 days,35.7%,37.5%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,6,1.1 days,HIGH,4.7 days,HIGH,2.6 days,8.3 days,-57.7%,-17.5%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,6,0.1 days,LOW,0.4 days,LOW,0.1 days,2.6 days,-80.0%,-42.9%
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,6,1.3 days,LOW,0.3 days,LOW,3.4 days,0.2 days,44.4%,-40.0%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,6,0.5 days,LOW,1.3 days,LOW,2.0 days,1.1 days,25.0%,18.2%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,6,0.8 days,LOW,1.5 days,LOW,1.7 days,1.2 days,0.0%,-25.0%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,6,0.3 days,MEDIUM,2.1 days,MEDIUM,0.4 days,0.7 days,0.0%,10.5%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,6,1.9 days,HIGH,2.1 days,HIGH,2.8 days,1.8 days,-55.8%,31.3%
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,6,0.9 days,HIGH,0.6 days,HIGH,0.5 days,0.6 days,12.5%,0.0%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,6,1.8 days,MEDIUM,2.0 days,MEDIUM,1.9 days,2.0 days,200.0%,-23.1%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,6,2.2 days,LOW,1.1 days,LOW,4.6 days,1.2 days,144.4%,-21.4%
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,6,0.2 days,HIGH,1.6 days,HIGH,3.2 days,1.0 days,100.0%,-15.8%
Bhavnagar new port,https://www.marinetraffic.com/en/ais/details/ports/22247/name=Bhavnagar-new-port,6,0.4 days,MEDIUM,0.1 days,MEDIUM,0.2 days,0.0 days,0.0%,0.0%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,6,0.6 days,MEDIUM,1.0 days,MEDIUM,0.7 days,3.1 days,-25.0%,-52.4%
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,5,0.4 days,LOW,1.6 days,LOW,2.8 days,2.0 days,-33.3%,-30.4%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,5,0.3 days,MEDIUM,1.4 days,MEDIUM,1.9 days,0.4 days,-66.7%,-22.2%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,5,0.0 days,LOW,1.4 days,LOW,0.3 days,2.7 days,-100.0%,-26.3%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,5,1.8 days,LOW,1.6 days,LOW,1.8 days,0.4 days,63.6%,23.1%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,5,1.7 days,MEDIUM,0.4 days,MEDIUM,-,-,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,5,MEDIUM,3.4 days,MEDIUM,3.0 days,-33.3%,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,5,1.5 days,LOW,2.0 days,LOW,1.5 days,0.5 days,-16.7%,-13.0%
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,5,0.4 days,LOW,1.0 days,LOW,1.8 days,1.2 days,-20.0%,42.9%
Piligao,https://www.marinetraffic.com/en/ais/details/ports/22246/name=Piligao,5,MEDIUM,4.1 days,MEDIUM,-,-,-,-,-
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,5,1.0 days,HIGH,1.5 days,HIGH,1.5 days,1.0 days,25.0%,0.0%
Panaji,https://www.marinetraffic.com/en/ais/details/ports/18956/name=Panaji,5,0.3 days,MEDIUM,3.4 days,MEDIUM,-,-,-,-
Okha,https://www.marinetraffic.com/en/ais/details/ports/558/name=Okha,5,6.4 days,MEDIUM,2.6 days,MEDIUM,4.5 days,0.7 days,-,-
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,5,0.3 days,MEDIUM,1.0 days,MEDIUM,1.0 days,2.3 days,0.0%,0.0%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,5,1.1 days,MEDIUM,1.2 days,MEDIUM,0.0 days,1.0 days,-26.7%,-92.3%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,5,0.3 days,HIGH,1.2 days,HIGH,0.9 days,0.8 days,50.0%,0.0%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,5,0.6 days,HIGH,1.6 days,HIGH,3.0 days,5.0 days,-14.3%,0.0%
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,5,1.3 days,LOW,2.8 days,LOW,1.9 days,4.3 days,1200.0%,47.4%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,5,0.9 days,HIGH,1.4 days,HIGH,5.2 days,1.5 days,-55.0%,-12.5%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,5,0.3 days,LOW,0.5 days,LOW,0.2 days,0.2 days,0.0%,-37.5%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,5,0.1 days,HIGH,2.0 days,HIGH,5.4 days,5.3 days,0.0%,25.0%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,5,0.9 days,LOW,2.9 days,LOW,0.4 days,10.4 days,12.5%,3.6%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,5,0.1 days,HIGH,1.1 days,HIGH,0.3 days,5.1 days,-,-
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,5,0.1 days,LOW,0.8 days,LOW,0.5 days,1.8 days,0.0%,33.3%
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,5,1.3 days,LOW,3.4 days,LOW,0.5 days,2.5 days,116.7%,47.8%
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,5,0.7 days,LOW,1.9 days,LOW,2.0 days,1.2 days,600.0%,-9.5%
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,5,1.4 days,LOW,1.6 days,LOW,3.9 days,1.7 days,-75.4%,-30.4%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,5,2.6 days,LOW,5.7 days,LOW,2.8 days,11.1 days,225.0%,119.2%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,5,0.5 days,LOW,0.7 days,LOW,0.4 days,1.6 days,-50.0%,-22.2%
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,5,5.5 days,LOW,1.1 days,LOW,3.8 days,1.4 days,205.6%,57.1%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,5,0.4 days,HIGH,1.1 days,HIGH,2.2 days,3.9 days,-69.2%,-8.3%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,5,0.8 days,MEDIUM,2.0 days,MEDIUM,1.4 days,3.3 days,-27.3%,0.0%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,5,0.0 days,LOW,1.9 days,LOW,0.0 days,0.6 days,0.0%,-20.8%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,5,1.5 days,LOW,1.4 days,LOW,2.0 days,1.3 days,36.4%,-26.3%
Dighi,https://www.marinetraffic.com/en/ais/details/ports/18948/name=Dighi,5,MEDIUM,0.9 days,MEDIUM,-47.1%,-,-,-,-
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,5,0.8 days,HIGH,0.6 days,HIGH,0.6 days,0.4 days,0.0%,-14.3%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,5,0.6 days,LOW,2.6 days,LOW,1.4 days,2.7 days,-72.7%,13.0%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,5,0.9 days,HIGH,1.4 days,HIGH,2.5 days,1.4 days,80.0%,-22.2%
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,5,0.1 days,MEDIUM,1.1 days,MEDIUM,0.0 days,0.0 days,0.0%,0.0%
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,5,0.1 days,LOW,1.9 days,LOW,0.6 days,2.0 days,0.0%,11.8%
Bhavnagar new port,https://www.marinetraffic.com/en/ais/details/ports/22247/name=Bhavnagar-new-port,5,0.4 days,HIGH,0.1 days,HIGH,0.1 days,0.3 days,-,-
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,5,0.8 days,MEDIUM,2.1 days,MEDIUM,0.6 days,2.4 days,-27.3%,5.0%
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,4,0.6 days,HIGH,2.3 days,HIGH,2.3 days,5.7 days,-45.5%,21.1%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,4,0.9 days,LOW,1.8 days,LOW,1.3 days,0.3 days,80.0%,38.5%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,4,0.4 days,HIGH,2.3 days,HIGH,2.1 days,2.2 days,0.0%,15.0%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,4,1.1 days,LOW,1.3 days,LOW,1.5 days,0.6 days,-21.4%,-7.1%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,4,1.0 days,MEDIUM,0.4 days,MEDIUM,0.4 days,0.2 days,-23.1%,-42.9%
Ranpar,https://www.marinetraffic.com/en/ais/details/ports/18953/name=Ranpar,4,0.0 days,MEDIUM,1.3 days,MEDIUM,-100.0%,-31.6%,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,4,LOW,5.1 days,LOW,0.0%,88.9%,-,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,4,1.8 days,MEDIUM,2.3 days,MEDIUM,2.3 days,0.4 days,200.0%,-20.7%
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,4,0.2 days,LOW,0.8 days,LOW,0.4 days,1.4 days,-60.0%,14.3%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,4,0.8 days,LOW,1.5 days,LOW,2.3 days,0.9 days,0.0%,-11.8%
Okha,https://www.marinetraffic.com/en/ais/details/ports/558/name=Okha,4,33.0 days,MEDIUM,11.3 days,MEDIUM,-,-,-,-
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,4,0.3 days,LOW,1.0 days,LOW,1.2 days,1.7 days,0.0%,11.1%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,4,0.2 days,HIGH,1.2 days,HIGH,1.3 days,6.3 days,-33.3%,9.1%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,4,0.7 days,LOW,1.6 days,LOW,3.4 days,2.7 days,-30.0%,-11.1%
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,4,1.2 days,MEDIUM,1.8 days,MEDIUM,1.4 days,3.1 days,71.4%,20.0%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,4,2.0 days,HIGH,1.6 days,HIGH,2.1 days,1.0 days,100.0%,0.0%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,4,0.3 days,MEDIUM,0.8 days,MEDIUM,1.1 days,2.2 days,-40.0%,0.0%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,4,0.1 days,LOW,1.6 days,LOW,7.0 days,5.8 days,-75.0%,-36.0%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,4,0.8 days,HIGH,2.8 days,HIGH,0.4 days,1.3 days,-20.0%,12.0%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,4,0.3 days,HIGH,1.1 days,HIGH,2.9 days,7.1 days,50.0%,0.0%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,4,0.0 days,HIGH,0.6 days,HIGH,0.2 days,0.9 days,-100.0%,0.0%
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,4,0.6 days,MEDIUM,2.3 days,MEDIUM,0.7 days,0.6 days,-45.5%,15.0%
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,4,LOW,3.6 days,LOW,3.3 days,71.4%,-,-,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,4,5.7 days,LOW,2.3 days,LOW,5.0 days,4.1 days,54.0%,21.1%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,4,0.8 days,HIGH,2.6 days,HIGH,3.8 days,10.5 days,-63.6%,23.8%
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,4,0.3 days,LOW,0.5 days,LOW,0.2 days,1.5 days,-87.0%,-16.7%
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,4,1.8 days,LOW,0.7 days,LOW,1.0 days,0.3 days,100.0%,40.0%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,4,1.3 days,HIGH,1.2 days,HIGH,3.8 days,1.4 days,62.5%,9.1%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,4,1.1 days,HIGH,2.0 days,HIGH,2.4 days,2.7 days,-15.4%,11.1%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,4,1.0 days,HIGH,2.3 days,HIGH,1.0 days,3.1 days,100.0%,0.0%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,4,1.1 days,LOW,1.9 days,LOW,5.0 days,0.9 days,-74.4%,18.8%
Dighi,https://www.marinetraffic.com/en/ais/details/ports/18948/name=Dighi,4,MEDIUM,1.7 days,MEDIUM,70.0%,-,-,-,-
Dharamtar,https://www.marinetraffic.com/en/ais/details/ports/21601/name=Dharamtar,4,0.8 days,LOW,0.7 days,LOW,1.0 days,0.8 days,-33.3%,40.0%
Dhamra,https://www.marinetraffic.com/en/ais/details/ports/20607/name=Dhamra,4,2.2 days,LOW,2.3 days,LOW,1.7 days,1.0 days,175.0%,35.3%
Dahej,https://www.marinetraffic.com/en/ais/details/ports/535/name=Dahej,4,0.5 days,LOW,1.8 days,LOW,3.9 days,2.3 days,0.0%,28.6%
Dabhol,https://www.marinetraffic.com/en/ais/details/ports/18950/name=Dabhol,4,0.0 days,MEDIUM,1.1 days,MEDIUM,0.0 days,0.6 days,-100.0%,0.0%
Chennai,https://www.marinetraffic.com/en/ais/details/ports/792/name=Chennai,4,0.1 days,HIGH,1.7 days,HIGH,0.6 days,1.9 days,-50.0%,-15.0%
Beypore,https://www.marinetraffic.com/en/ais/details/ports/18969/name=Beypore,4,1.1 days,MEDIUM,2.0 days,MEDIUM,2.3 days,2.9 days,22.2%,-90.9%
Visakhapatnam,https://www.marinetraffic.com/en/ais/details/ports/3048/name=Visakhapatnam,3,1.1 days,LOW,1.9 days,LOW,2.6 days,3.4 days,57.1%,-5.0%
Vadinar,https://www.marinetraffic.com/en/ais/details/ports/559/name=Vadinar,3,0.5 days,LOW,1.3 days,LOW,1.0 days,0.5 days,-50.0%,-7.1%
Tuticorin,https://www.marinetraffic.com/en/ais/details/ports/2986/name=Tuticorin,3,0.4 days,LOW,2.0 days,LOW,4.5 days,2.2 days,-33.3%,5.3%
Sikka,https://www.marinetraffic.com/en/ais/details/ports/560/name=Sikka,3,1.4 days,HIGH,1.4 days,HIGH,1.2 days,0.5 days,27.3%,7.7%
Ratnagiri,https://www.marinetraffic.com/en/ais/details/ports/18952/name=Ratnagiri,3,1.3 days,MEDIUM,0.7 days,MEDIUM,85.7%,75.0%,-,-
Port blair,https://www.marinetraffic.com/en/ais/details/ports/21891/name=Port-blair,3,0.0 days,MEDIUM,2.7 days,MEDIUM,0.0%,-57.8%,-,-
Porbandar,https://www.marinetraffic.com/en/ais/details/ports/538/name=Porbandar,3,0.6 days,LOW,2.9 days,LOW,0.8 days,0.1 days,-85.7%,26.1%
Pipavav,https://www.marinetraffic.com/en/ais/details/ports/533/name=Pipavav,3,0.5 days,LOW,0.7 days,LOW,0.7 days,1.3 days,66.7%,16.7%
Paradip,https://www.marinetraffic.com/en/ais/details/ports/17379/name=Paradip,3,0.8 days,HIGH,1.7 days,HIGH,1.9 days,1.0 days,-,-
Okha,https://www.marinetraffic.com/en/ais/details/ports/558/name=Okha,3,17.7 days,MEDIUM,6.2 days,MEDIUM,1509.1%,-84.2%,-,-
Nhava sheva,https://www.marinetraffic.com/en/ais/details/ports/2713/name=Nhava-sheva,3,0.3 days,HIGH,0.9 days,HIGH,1.9 days,3.6 days,0.0%,-10.0%
Navlakhi,https://www.marinetraffic.com/en/ais/details/ports/21448/name=Navlakhi,3,1.5 days,LOW,15.6 days,LOW,1.1 days,1.5 days,114.3%,246.7%
Mundra,https://www.marinetraffic.com/en/ais/details/ports/268/name=Mundra,3,0.3 days,LOW,1.1 days,LOW,1.1 days,0.7 days,0.0%,22.2%
Mumbai,https://www.marinetraffic.com/en/ais/details/ports/2341/name=Mumbai,3,1.0 days,LOW,1.8 days,LOW,3.5 days,2.7 days,-37.5%,20.0%
Muldwarka,https://www.marinetraffic.com/en/ais/details/ports/3077/name=Muldwarka,3,MEDIUM,3.4 days,MEDIUM,-,-,-,-,-
Mormugao,https://www.marinetraffic.com/en/ais/details/ports/561/name=Mormugao,3,0.1 days,MEDIUM,1.9 days,MEDIUM,0.4 days,0.9 days,-85.7%,26.7%
Mangalore,https://www.marinetraffic.com/en/ais/details/ports/17383/name=Mangalore,3,1.0 days,HIGH,1.6 days,HIGH,2.7 days,0.9 days,-23.1%,-15.8%
Magdalla,https://www.marinetraffic.com/en/ais/details/ports/19704/name=Magdalla,3,0.5 days,HIGH,0.8 days,HIGH,0.3 days,0.6 days,25.0%,0.0%
Krishnapatnam,https://www.marinetraffic.com/en/ais/details/ports/1317/name=Krishnapatnam,3,0.4 days,LOW,2.5 days,LOW,0.8 days,1.4 days,0.0%,8.7%
Kolkata,https://www.marinetraffic.com/en/ais/details/ports/2806/name=Kolkata,3,1.0 days,LOW,2.5 days,LOW,1.0 days,2.8 days,-16.7%,-13.8%
Kochi,https://www.marinetraffic.com/en/ais/details/ports/2990/name=Kochi,3,0.2 days,LOW,1.1 days,LOW,1.6 days,6.7 days,-60.0%,10.0%
Kattupalli,https://www.marinetraffic.com/en/ais/details/ports/18979/name=Kattupalli,3,0.0 days,LOW,0.6 days,LOW,1.0 days,0.4 days,-100.0%,0.0%
Karwar,https://www.marinetraffic.com/en/ais/details/ports/557/name=Karwar,3,1.3 days,MEDIUM,2.1 days,MEDIUM,0.8 days,0.8 days,116.7%,-40.0%
Karaikal,https://www.marinetraffic.com/en/ais/details/ports/18978/name=Karaikal,3,0.1 days,LOW,2.1 days,LOW,0.7 days,-83.3%,-8.7%,-
Kandla,https://www.marinetraffic.com/en/ais/details/ports/269/name=Kandla,3,3.7 days,HIGH,1.9 days,HIGH,4.5 days,2.2 days,-7.5%,0.0%
Kakinada,https://www.marinetraffic.com/en/ais/details/ports/18914/name=Kakinada,3,2.2 days,LOW,2.1 days,LOW,4.8 days,1.9 days,-,-
Jaigad,https://www.marinetraffic.com/en/ais/details/ports/18951/name=Jaigad,3,2.3 days,HIGH,0.6 days,HIGH,1.7 days,1.2 days,-,-
Jafrabad,https://www.marinetraffic.com/en/ais/details/ports/3078/name=Jafrabad,3,0.9 days,HIGH,0.5 days,HIGH,0.3 days,0.2 days,12.5%,66.7%
Hazira,https://www.marinetraffic.com/en/ais/details/ports/537/name=Hazira,3,0.8 days,HIGH,1.1 days,HIGH,2.9 days,3.5 days,-11.1%,-8.3%
Haldia,https://www.marinetraffic.com/en/ais/details/ports/18985/name=Haldia,3,1.3 days,HIGH,1.8 days,HIGH,2.3 days,1.3 days,-40.9%,20.0%
Gangavaram,https://www.marinetraffic.com/en/ais/details/ports/18980/name=Gangavaram,3,0.5 days,LOW,2.3 days,LOW,2.1 days,2.0 days,0.0%,-32.4%
Ennore,https://www.marinetraffic.com/en/ais/details/ports/791/name=Ennore,3,4.3 days,HIGH,1.6 days,HIGH,2.3 days,2.8 days,-,-
Dighi,https://www.marinetraffic.com/en/ais/details/ports/18948/name=Dighi,3,1.1 days,MEDIUM,3.3 days,MEDIUM,-,-,-,-
